,Product Name,Link,Price,Rating,Description
88,"POCO M4 Pro 5G (Cool Blue, 64 GB)",https://www.flipkart.com/poco-m4-pro-5g-cool-blue-64-gb/p/itm827b338897bfe?pid=MOBGBEU7YYZGFMYB&lid=LSTMOBGBEU7YYZGFMYBKLZWIN&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGBEU7YYZGFMYB.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹14,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
89,"REDMI 10 (Pacific Blue, 128 GB)",https://www.flipkart.com/redmi-10-pacific-blue-128-gb/p/itmeee56f3526c69?pid=MOBGC9GYMXA2XAH4&lid=LSTMOBGC9GYMXA2XAH4HWYYYO&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGC9GYMXA2XAH4.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹12,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
90,"MOTOROLA g31 (Baby Blue, 128 GB)",https://www.flipkart.com/motorola-g31-baby-blue-128-gb/p/itm4abfdd078ea12?pid=MOBG3E8WDCFZEGFN&lid=LSTMOBG3E8WDCFZEGFNOXYVFY&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBG3E8WDCFZEGFN.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹11,999",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
91,"Infinix HOT 12 Play (Horizon Blue, 64 GB)",https://www.flipkart.com/infinix-hot-12-play-horizon-blue-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYCFZA7BRB&lid=LSTMOBGE2KYCFZA7BRBUNTJVL&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGE2KYCFZA7BRB.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹8,299",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
92,"Infinix HOT 12 Play (Racing Black, 64 GB)",https://www.flipkart.com/infinix-hot-12-play-racing-black-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYNTFHTXUW&lid=LSTMOBGE2KYNTFHTXUWDFJ0XM&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGE2KYNTFHTXUW.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹8,299",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
93,"Infinix HOT 12 Play (Champagne Gold, 64 GB)",https://www.flipkart.com/infinix-hot-12-play-champagne-gold-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYE4DA7ZPF&lid=LSTMOBGE2KYE4DA7ZPFIXECD0&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGE2KYE4DA7ZPF.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹8,299",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
94,"Infinix HOT 12 Play (Daylight Green, 64 GB)",https://www.flipkart.com/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KY6JUTSNCP&lid=LSTMOBGE2KY6JUTSNCPGWOMYY&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGE2KY6JUTSNCP.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹8,299",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
95,"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f23-5g-aqua-blue-128-gb/p/itme54bc0c2292f4?pid=MOBGBKQF45XPEUHA&lid=LSTMOBGBKQF45XPEUHAYAHBJE&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGBKQF45XPEUHA.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹18,499",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
96,"OPPO K10 (Blue Flame, 128 GB)",https://www.flipkart.com/oppo-k10-blue-flame-128-gb/p/itm6205e7e72fe0c?pid=MOBGCFUHQAG5GDQS&lid=LSTMOBGCFUHQAG5GDQSSCVTKH&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=ade5c569-9890-4cd5-93b0-5f8cf7bf3c4a.MOBGCFUHQAG5GDQS.SEARCH&ppt=None&ppn=None&ssid=b7izcqy25s0000001669314540164&qH=7d0872c8342d99e3,"₹14,990",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
97,"APPLE iPhone 13 (Starlight, 128 GB)",https://www.flipkart.com/apple-iphone-13-starlight-128-gb/p/itmc9604f122ae7f?pid=MOBG6VF5ADKHKXFX&lid=LSTMOBG6VF5ADKHKXFXQGX7PK&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG6VF5ADKHKXFX.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹65,999",4.7,128 GB ROM
98,"APPLE iPhone 13 (Midnight, 128 GB)",https://www.flipkart.com/apple-iphone-13-midnight-128-gb/p/itmca361aab1c5b0?pid=MOBG6VF5Q82T3XRS&lid=LSTMOBG6VF5Q82T3XRSOXJLM9&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG6VF5Q82T3XRS.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹65,999",4.7,128 GB ROM
99,"APPLE iPhone 13 (Green, 128 GB)",https://www.flipkart.com/apple-iphone-13-green-128-gb/p/itm18a55937b2607?pid=MOBGC9VGSU9DWGJZ&lid=LSTMOBGC9VGSU9DWGJZ0Q1T8E&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGC9VGSU9DWGJZ.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹65,999",4.7,128 GB ROM
100,"APPLE iPhone 13 (Blue, 128 GB)",https://www.flipkart.com/apple-iphone-13-blue-128-gb/p/itm6c601e0a58b3c?pid=MOBG6VF5SMXPNQHG&lid=LSTMOBG6VF5SMXPNQHGL5FN51&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG6VF5SMXPNQHG.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹65,999",4.7,128 GB ROM
101,"POCO C31 (Royal Blue, 64 GB)",https://www.flipkart.com/poco-c31-royal-blue-64-gb/p/itm19effae969b86?pid=MOBG73E7GKQK4KZP&lid=LSTMOBG73E7GKQK4KZPR5ICMK&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG73E7GKQK4KZP.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹9,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
102,"vivo T1 5G (Starlight Black, 128 GB)",https://www.flipkart.com/vivo-t1-5g-starlight-black-128-gb/p/itm594222523bd8f?pid=MOBGB9TYF7P7RNYX&lid=LSTMOBGB9TYF7P7RNYX5GJVDV&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGB9TYF7P7RNYX.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹16,990",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
103,"vivo T1 5G (Rainbow Fantasy, 128 GB)",https://www.flipkart.com/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYGW5NGXVH&lid=LSTMOBGB9TYGW5NGXVHWMF5TV&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGB9TYGW5NGXVH.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹15,990",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
104,"POCO C31 (Shadow Gray, 64 GB)",https://www.flipkart.com/poco-c31-shadow-gray-64-gb/p/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHSM0ZN5&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG73E7UBFXXMCH.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹9,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
105,"MOTOROLA e40 (Carbon Gray, 64 GB)",https://www.flipkart.com/motorola-e40-carbon-gray-64-gb/p/itm0ca635007c9e2?pid=MOBG2EMWUMUFGSZE&lid=LSTMOBG2EMWUMUFGSZEJNGZMU&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG2EMWUMUFGSZE.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹8,599",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
106,"APPLE iPhone 13 (Pink, 128 GB)",https://www.flipkart.com/apple-iphone-13-pink-128-gb/p/itm6e30c6ee045d2?pid=MOBG6VF5GXVFTQ5Y&lid=LSTMOBG6VF5GXVFTQ5YSGQY4O&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG6VF5GXVFTQ5Y.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹65,999",4.7,128 GB ROM
107,"vivo T1 44W (Starry Sky, 128 GB)",https://www.flipkart.com/vivo-t1-44w-starry-sky-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVHNBBBBP5&lid=LSTMOBGDRHVHNBBBBP5PVEEZV&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGDRHVHNBBBBP5.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹14,499",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
108,"vivo T1 44W (Midnight Galaxy, 128 GB)",https://www.flipkart.com/vivo-t1-44w-midnight-galaxy-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVZN29ZJF4&lid=LSTMOBGDRHVZN29ZJF4WEHAX7&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGDRHVZN29ZJF4.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹14,499",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
109,"POCO M4 Pro 5G (Cool Blue, 128 GB)",https://www.flipkart.com/poco-m4-pro-5g-cool-blue-128-gb/p/itm509e4403d0303?pid=MOBGBEU7GKRSHG5M&lid=LSTMOBGBEU7GKRSHG5MWVOWEV&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGBEU7GKRSHG5M.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹16,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
110,"vivo T1 5G (Starlight Black, 128 GB)",https://www.flipkart.com/vivo-t1-5g-starlight-black-128-gb/p/itm594222523bd8f?pid=MOBGB9TYNDFYKNQ6&lid=LSTMOBGB9TYNDFYKNQ6QMGH15&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGB9TYNDFYKNQ6.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹15,990",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
111,"realme 9 (Meteor Black, 128 GB)",https://www.flipkart.com/realme-9-meteor-black-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHYBBS2BBF&lid=LSTMOBGDYSHYBBS2BBFVN36CV&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGDYSHYBBS2BBF.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹16,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
112,"realme 9 (Sunburst Gold, 128 GB)",https://www.flipkart.com/realme-9-sunburst-gold-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHHVWMECHS&lid=LSTMOBGDYSHHVWMECHSTFXBTZ&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGDYSHHVWMECHS.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹16,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
113,"vivo T1X (Space Blue, 64 GB)",https://www.flipkart.com/vivo-t1x-space-blue-64-gb/p/itm9e8207e7825a9?pid=MOBGG56ZFNPMHBWE&lid=LSTMOBGG56ZFNPMHBWEB8Y2U5&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGG56ZFNPMHBWE.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹11,999",4.5,4 GB RAM | 64 GB ROM
114,"vivo T1X (Gravity Black, 64 GB)",https://www.flipkart.com/vivo-t1x-gravity-black-64-gb/p/itm9e8207e7825a9?pid=MOBGG56ZMXMNUCYF&lid=LSTMOBGG56ZMXMNUCYFQ5HT8S&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGG56ZMXMNUCYF.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹11,999",4.5,4 GB RAM | 64 GB ROM
115,"vivo T1 44W (Starry Sky, 128 GB)",https://www.flipkart.com/vivo-t1-44w-starry-sky-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVMW2UDXZY&lid=LSTMOBGDRHVMW2UDXZYJR2BWY&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGDRHVMW2UDXZY.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹15,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
116,"REDMI 10 (Midnight Black, 64 GB)",https://www.flipkart.com/redmi-10-midnight-black-64-gb/p/itmd93641e4ebb47?pid=MOBGC9GYEBH3GZ4E&lid=LSTMOBGC9GYEBH3GZ4ESWAKTT&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGC9GYEBH3GZ4E.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹10,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
117,"APPLE iPhone 11 (Black, 64 GB)",https://www.flipkart.com/apple-iphone-11-black-64-gb/p/itm4e5041ba101fd?pid=MOBFWQ6BXGJCEYNY&lid=LSTMOBFWQ6BXGJCEYNYZXSHRJ&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBFWQ6BXGJCEYNY.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹39,999",4.6,64 GB ROM
118,"vivo T1X (Gravity Black, 128 GB)",https://www.flipkart.com/vivo-t1x-gravity-black-128-gb/p/itm9e8207e7825a9?pid=MOBGG56ZYZSNW7JX&lid=LSTMOBGG56ZYZSNW7JXBKVX1F&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGG56ZYZSNW7JX.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹12,999",4.5,4 GB RAM | 128 GB ROM
119,"vivo T1X (Space Blue, 128 GB)",https://www.flipkart.com/vivo-t1x-space-blue-128-gb/p/itm9e8207e7825a9?pid=MOBGG56ZYSVXEAHC&lid=LSTMOBGG56ZYSVXEAHCCUPIEO&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBGG56ZYSVXEAHC.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹12,999",4.5,4 GB RAM | 128 GB ROM
120,"REDMI 9i Sport (Coral Green, 64 GB)",https://www.flipkart.com/redmi-9i-sport-coral-green-64-gb/p/itmb5e8d8186b602?pid=MOBG6WQWJRFZ5WDG&lid=LSTMOBG6WQWJRFZ5WDGJDTSKF&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=da073a42-f666-4a80-b7f0-00404e9f8bb6.MOBG6WQWJRFZ5WDG.SEARCH&ppt=None&ppn=None&ssid=z3f0llj4740000001669314541318&qH=7d0872c8342d99e3,"₹8,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
121,"realme 9 (Sunburst Gold, 128 GB)",https://www.flipkart.com/realme-9-sunburst-gold-128-gb/p/itm73722a6d35d36?pid=MOBGDYSH8EWQZ4XU&lid=LSTMOBGDYSH8EWQZ4XUTALWYH&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGDYSH8EWQZ4XU.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹17,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
122,"realme 9 (Stargaze White, 128 GB)",https://www.flipkart.com/realme-9-stargaze-white-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHUGUDPEY4&lid=LSTMOBGDYSHUGUDPEY4WU2LUC&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGDYSHUGUDPEY4.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹16,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
123,"MOTOROLA e40 (Pink Clay, 64 GB)",https://www.flipkart.com/motorola-e40-pink-clay-64-gb/p/itm5d6f2871d1bbf?pid=MOBG2EMW2ZUR4BFG&lid=LSTMOBG2EMW2ZUR4BFGEC0C0J&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBG2EMW2ZUR4BFG.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹8,599",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
124,Nokia 105 SS,https://www.flipkart.com/nokia-105-ss/p/itmb937aecea14e6?pid=MOBGC96FRD7DB2R7&lid=LSTMOBGC96FRD7DB2R7JBURME&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGC96FRD7DB2R7.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹1,299",4.2,32 MB RAM | 32 MB ROM
125,Nokia 105 SS,https://www.flipkart.com/nokia-105-ss/p/itmb937aecea14e6?pid=MOBGC96FVTHVNXNH&lid=LSTMOBGC96FVTHVNXNHGPCV73&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGC96FVTHVNXNH.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹1,299",4.2,32 MB RAM | 32 MB ROM
126,"APPLE iPhone 11 (White, 64 GB)",https://www.flipkart.com/apple-iphone-11-white-64-gb/p/itmfc6a7091eb20b?pid=MOBFWQ6BVWVEH3XE&lid=LSTMOBFWQ6BVWVEH3XEMXQMLO&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBFWQ6BVWVEH3XE.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹39,999",4.6,64 GB ROM
127,"REDMI 10 (Pacific Blue, 64 GB)",https://www.flipkart.com/redmi-10-pacific-blue-64-gb/p/itm0f2a6a2112b75?pid=MOBGC9GYCHQZK9GW&lid=LSTMOBGC9GYCHQZK9GW8N0WII&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGC9GYCHQZK9GW.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹10,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
128,"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-64-gb/p/itm583ef432b2b0c?pid=MOBGENJWBPFYJSFT&lid=LSTMOBGENJWBPFYJSFT1ZY7B0&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGENJWBPFYJSFT.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹11,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
129,"POCO M4 Pro 5G (Cool Blue, 64 GB)",https://www.flipkart.com/poco-m4-pro-5g-cool-blue-64-gb/p/itm827b338897bfe?pid=MOBGBEU7YYZGFMYB&lid=LSTMOBGBEU7YYZGFMYBKLZWIN&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGBEU7YYZGFMYB.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹14,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
130,"vivo T1 5G (Rainbow Fantasy, 128 GB)",https://www.flipkart.com/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYUBFMRG2Y&lid=LSTMOBGB9TYUBFMRG2Y4RZEVJ&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGB9TYUBFMRG2Y.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹19,990",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
131,"vivo T1 5G (Rainbow Fantasy, 128 GB)",https://www.flipkart.com/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYFQR3FQZT&lid=LSTMOBGB9TYFQR3FQZTTIVBCR&marketplace=FLIPKART&q=mobiles+&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=4b75b6af-d93a-43a8-b601-39e28d0fd20f.MOBGB9TYFQR3FQZT.SEARCH&ppt=None&ppn=None&ssid=xbnl0dchgw0000001669314542401&qH=7d0872c8342d99e3,"₹16,990",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
